"X1.lambda.1.";"X2.lambda.1.";"X3.lambda.1.";"X4.lambda.1.";"X1.lambda.2.";"X2.lambda.2.";"X3.lambda.2.";"X4.lambda.2.";"X1.lambda.3.";"X2.lambda.3.";"X3.lambda.3.";"X4.lambda.3.";"X1.lambda.4.";"X2.lambda.4.";"X3.lambda.4.";"X4.lambda.4.";"X1.lambda.5.";"X2.lambda.5.";"X3.lambda.5.";"X4.lambda.5.";"X1.lambda.6.";"X2.lambda.6.";"X3.lambda.6.";"X4.lambda.6.";"X1.lambda.7.";"X2.lambda.7.";"X3.lambda.7.";"X4.lambda.7.";"X1.lambda.8.";"X2.lambda.8.";"X3.lambda.8.";"X4.lambda.8.";"X1.lambda.9.";"X2.lambda.9.";"X3.lambda.9.";"X4.lambda.9.";"X1.lambda.10.";"X2.lambda.10.";"X3.lambda.10.";"X4.lambda.10.";"X1.lambda.11.";"X2.lambda.11.";"X3.lambda.11.";"X4.lambda.11.";"X1.lambda.12.";"X2.lambda.12.";"X3.lambda.12.";"X4.lambda.12.";"X1.lambda.13.";"X2.lambda.13.";"X3.lambda.13.";"X4.lambda.13.";"X1.lambda.14.";"X2.lambda.14.";"X3.lambda.14.";"X4.lambda.14.";"X1.lambda.15.";"X2.lambda.15.";"X3.lambda.15.";"X4.lambda.15.";"X1.lambda.16.";"X2.lambda.16.";"X3.lambda.16.";"X4.lambda.16.";"X1.lambda.17.";"X2.lambda.17.";"X3.lambda.17.";"X4.lambda.17.";"X1.lambda.18.";"X2.lambda.18.";"X3.lambda.18.";"X4.lambda.18.";"X1.lambda.19.";"X2.lambda.19.";"X3.lambda.19.";"X4.lambda.19.";"X1.lambda.20.";"X2.lambda.20.";"X3.lambda.20.";"X4.lambda.20.";"X1.lambda.21.";"X2.lambda.21.";"X3.lambda.21.";"X4.lambda.21."
0,0262571;0,0265533;0,0277992;0,027722;0,0260983;0,0262174;0,0272366;0,0258899;0,0262819;0,0278187;0,0257972;0,027724;0,0172396;0,0186294;0,0191252;0,0175713;0,0181498;0,0196481;0,0202684;0,0190189;0,0177314;0,0200234;0,0178476;0,018927;0,012481;0,0105357;0,010567;0,0103563;0,0105259;0,00984571;0,0125382;0,0123923;0,0102182;0,012063;0,0103123;0,0111083;0,00412345;0,00451641;0,00227786;0,0025822;0,0031255;0,00401377;0,00389169;0,00371923;0,00188408;0,00306111;0,00239622;0,00410784;0,00915945;0,00823951;0,0101381;0,00926239;0,010249;0,00687292;0,0106423;0,00727492;0,00745849;0,0105616;0,0092459;0,00712401;0,0133484;0,0129325;0,0123319;0,0133337;0,0131275;0,0136472;0,0128948;0,0122543;0,0153573;0,014272;0,0134313;0,0136914;0,0140207;0,0141934;0,0139296;0,0143723;0,0129383;0,0151009;0,0157283;0,0149048;0,0148199;0,013644;0,0134473;0,0139694
0,0264769;0,0274242;0,0278669;0,0263848;0,0255396;0,0258871;0,0256116;0,027874;0,025968;0,026615;0,0280301;0,0252409;0,0179026;0,0178211;0,0178135;0,0196182;0,0179621;0,0178124;0,0179556;0,018839;0,0171675;0,0197287;0,0179824;0,0203631;0,0128199;0,0104648;0,0124616;0,0119583;0,0108576;0,0116179;0,0114588;0,0126475;0,0107459;0,011792;0,00902517;0,0119363;0,00384181;0,00487494;0,00476665;0,00505999;0,00340359;0,00312679;0,00481545;0,00339794;0,00218299;0,00310356;0,00226199;0,00534037;0,00879421;0,00903673;0,0107912;0,00676786;0,0104363;0,00848144;0,00958211;0,00870778;0,00750705;0,00938386;0,0089116;0,00804327;0,0125587;0,0158692;0,0131291;0,0143907;0,01246;0,0144331;0,0130094;0,0158114;0,014817;0,0134234;0,0135224;0,0141768;0,0140664;0,0140333;0,0120471;0,0129897;0,0126426;0,0152541;0,0152652;0,0115534;0,0144114;0,0129058;0,0141841;0,0129474
0,0258888;0,02847;0,0259695;0,0282527;0,0279427;0,0252086;0,0272336;0,0269467;0,0265111;0,0255031;0,027515;0,0286321;0,0196482;0,0176269;0,0199293;0,0167898;0,0191981;0,0181819;0,0182483;0,0185834;0,0194424;0,01922;0,0193339;0,018016;0,0107015;0,0101545;0,0114601;0,0114923;0,0105628;0,0133919;0,0103684;0,0109873;0,0108634;0,0108311;0,0132945;0,0121455;0,00503045;0,00294375;0,00305153;0,0037073;0,00401524;0,00330034;0,00413544;0,00403328;0,00404468;0,00318893;0,00415424;0,00272786;0,00951339;0,0110205;0,00974667;0,0101704;0,00874317;0,00903742;0,00840909;0,0098467;0,00900713;0,00903264;0,00946016;0,0100428;0,0155042;0,0150963;0,0151919;0,0141301;0,0144313;0,0139811;0,0149748;0,0135016;0,0147118;0,0128617;0,0130526;0,0151786;0,0140588;0,0145763;0,0159876;0,0137483;0,0159454;0,0119728;0,0129096;0,0142054;0,0135077;0,0133439;0,013779;0,0143441
0,026603;0,0264516;0,0280557;0,0263628;0,0269201;0,0257427;0,0270874;0,0288528;0,0260548;0,0271853;0,0272582;0,0255543;0,0174661;0,019368;0,0199754;0,0197104;0,0184446;0,0181905;0,0183321;0,019301;0,0206665;0,0178127;0,0204154;0,0190761;0,0112736;0,011197;0,0114974;0,0101307;0,0116636;0,010978;0,0101362;0,0107756;0,011159;0,00896539;0,0111545;0,00864057;0,00396187;0,00557598;0,00393415;0,00424139;0,00442019;0,0041539;0,00527995;0,00493208;0,00362282;0,0055457;0,00290448;0,00473049;0,0084268;0,00946969;0,00819206;0,00805235;0,00800222;0,00977694;0,00870511;0,00889774;0,00791364;0,00774716;0,00728265;0,00789028;0,0128601;0,0143235;0,0142028;0,0147845;0,0139358;0,013379;0,0134697;0,0138961;0,0153433;0,0144251;0,0135761;0,013106;0,0144151;0,0143695;0,0140501;0,0159904;0,0154689;0,0152798;0,0122928;0,0133358;0,0130615;0,0136724;0,0160221;0,0144015
0,0257163;0,0268849;0,0275643;0,0282839;0,0272386;0,0259657;0,0268844;0,0264491;0,0275754;0,0272144;0,0273299;0,0268429;0,0208342;0,0206187;0,0182679;0,0183005;0,0187114;0,0179957;0,0205444;0,019872;0,0183347;0,0182268;0,0184124;0,017761;0,00975378;0,0105748;0,011211;0,0115117;0,0104436;0,012076;0,0108034;0,0128611;0,0103382;0,00984547;0,010041;0,012062;0,00570898;0,00574548;0,0045925;0,00480435;0,00397268;0,00425054;0,00397316;0,00358071;0,00427784;0,00516524;0,00355823;0,00413687;0,00843614;0,00964803;0,00863305;0,00929991;0,00978457;0,00924441;0,00808305;0,00874663;0,00854943;0,00795985;0,0100068;0,00737469;0,0169479;0,014744;0,0146736;0,0139969;0,0144075;0,0126581;0,0169176;0,0131389;0,012302;0,0144636;0,0148148;0,0131468;0,0149282;0,0143272;0,0126285;0,0157647;0,0130341;0,0160842;0,0136703;0,0162669;0,0139595;0,013171;0,0144507;0,0133128
0,0272364;0,0262385;0,0267129;0,0258234;0,0263242;0,024566;0,0276704;0,028013;0,0262805;0,0258029;0,0262828;0,0278303;0,0193492;0,0204612;0,0175398;0,0195125;0,0195802;0,0203556;0,0178763;0,0171746;0,0196988;0,017575;0,0177989;0,0182732;0,0136416;0,0118411;0,0118437;0,0106973;0,0111737;0,0119608;0,0107802;0,0107941;0,0110759;0,0105769;0,0106573;0,0106395;0,00423393;0,00354497;0,00273741;0,00538636;0,00295905;0,00780023;0,00400155;0,00399295;0,0020539;0,00409691;0,00543746;0,00365792;0,0082413;0,0102705;0,00823161;0,00747483;0,0102073;0,0079648;0,00940756;0,0103992;0,00887326;0,00701717;0,00810304;0,00942782;0,0128496;0,014802;0,0132432;0,0141019;0,0125493;0,0147407;0,0139225;0,0167394;0,0131061;0,0149326;0,0142982;0,014381;0,0154737;0,0148158;0,0159609;0,0145244;0,0137573;0,0139995;0,0126339;0,0134454;0,0137577;0,0130297;0,0146108;0,0126076
0,0275324;0,0269982;0,0271331;0,0258971;0,0280026;0,0262052;0,0271779;0,0278604;0,027211;0,0259919;0,0268153;0,0280217;0,0197202;0,0183437;0,0194264;0,0191933;0,0179371;0,0191359;0,0196994;0,0180545;0,0191995;0,0186913;0,0188645;0,0202948;0,00944228;0,00879912;0,0114471;0,0100417;0,0106566;0,0100474;0,00973294;0,0107819;0,0109595;0,0103678;0,0109588;0,00845197;0,00337383;0,00406195;0,00456884;0,00531532;0,00348021;0,00357846;0,00338564;0,00452569;0,00444785;0,00331505;0,00468557;0,00298503;0,00729285;0,00909927;0,00952985;0,00754015;0,00873299;0,00960787;0,00825143;0,00981441;0,010787;0,00922903;0,0112557;0,00921582;0,0132827;0,0138918;0,0137961;0,0133683;0,0140568;0,0143735;0,0135007;0,0157287;0,0171909;0,015281;0,0131712;0,0148698;0,0133764;0,0150676;0,0145817;0,0145402;0,0141437;0,012243;0,0137718;0,0141324;0,0148506;0,0127609;0,0137334;0,0135162
0,026252;0,0264017;0,0273962;0,026038;0,0279194;0,0264685;0,0283341;0,0270015;0,0267482;0,027436;0,0277216;0,0287728;0,0184034;0,019687;0,0185451;0,0190385;0,0180345;0,0185968;0,0191471;0,0183054;0,0182348;0,0185467;0,0205529;0,0202486;0,00973926;0,0105248;0,00974267;0,0109546;0,0107083;0,00952356;0,0119028;0,0115607;0,00977946;0,0121668;0,0112053;0,00944832;0,00443701;0,00428091;0,00573991;0,00550912;0,00364826;0,00420794;0,00266213;0,00376249;0,00293131;0,00213504;0,00520996;0,00453285;0,00655256;0,00883861;0,010675;0,00752119;0,00848788;0,00952915;0,00980284;0,00843102;0,00906152;0,00805383;0,00874129;0,00960627;0,0143583;0,0138696;0,0133362;0,0165053;0,0141788;0,0119933;0,0152524;0,0157264;0,0149625;0,0134395;0,0140695;0,0133707;0,0149653;0,014491;0,0128396;0,0138299;0,0148941;0,0152289;0,0133203;0,0139549;0,0147996;0,0143903;0,0145464;0,0143395
0,0261845;0,0266829;0,0278974;0,0283571;0,0272507;0,0272363;0,0264886;0,0268047;0,0267818;0,0276697;0,0265541;0,0250419;0,0189456;0,0198382;0,0188363;0,0190733;0,0181767;0,0178838;0,0186109;0,0189873;0,0187994;0,0195163;0,0181078;0,0187998;0,00972125;0,0103133;0,0111467;0,0103522;0,0105859;0,0122284;0,0096688;0,0117617;0,00998225;0,010238;0,0108526;0,0111827;0,00429979;0,00375939;0,00329225;0,00241573;0,00548398;0,00399206;0,00333436;0,00452021;0,00315316;0,00285934;0,00435402;0,00394544;0,00715661;0,00849502;0,00738267;0,00906239;0,00855143;0,00797777;0,00890364;0,0096643;0,00861336;0,00794711;0,00841747;0,00941594;0,0148985;0,0135423;0,0140551;0,0122998;0,0142961;0,0134312;0,0133602;0,0136901;0,0149632;0,0130575;0,013548;0,0151045;0,0148837;0,0160832;0,0163931;0,0140853;0,0144858;0,0137307;0,0133779;0,0148349;0,014825;0,0129127;0,01363;0,0137094
0,0277864;0,0265905;0,0269823;0,0261572;0,0273599;0,0278076;0,0260872;0,0281204;0,0276624;0,0246258;0,0286528;0,0293394;0,0177794;0,0201066;0,0187684;0,0184246;0,0188942;0,0200249;0,01973;0,0192342;0,0179495;0,0184506;0,0186793;0,0187019;0,0100736;0,0123038;0,00999776;0,0127551;0,0131751;0,0096135;0,0103693;0,0109072;0,0111451;0,010965;0,0104944;0,0107334;0,00402264;0,00388486;0,0028456;0,00370769;0,00271203;0,00392601;0,00284763;0,00408432;0,00277664;0,00435522;0,00336972;0,00386229;0,00733984;0,00883013;0,0078418;0,00908623;0,00926969;0,0088413;0,00896133;0,00974695;0,00860105;0,00977649;0,00807274;0,00783357;0,0146928;0,0144742;0,014104;0,016044;0,0151127;0,0134277;0,0146285;0,0141717;0,0144926;0,0157135;0,0140343;0,0122706;0,0147391;0,0135002;0,0145628;0,0131104;0,0122961;0,0155413;0,0145574;0,0134495;0,01492;0,0129404;0,01355;0,0149594
0,0292862;0,028123;0,0272602;0,026683;0,027912;0,0269495;0,0262476;0,0279485;0,0277757;0,030379;0,0290245;0,0258223;0,0197508;0,019665;0,0203789;0,0183068;0,0191979;0,0199404;0,0190658;0,02045;0,0181964;0,0189314;0,0196574;0,0179372;0,0110143;0,0102798;0,00992484;0,0103538;0,0127159;0,0108958;0,0107302;0,0138073;0,0112907;0,0110165;0,0115666;0,00938517;0,00353092;0,0016969;0,00504814;0,00164249;0,00314859;0,00395338;0,00490673;0,00316487;0,00393977;0,00347257;0,00351041;0,00434495;0,00743852;0,00894935;0,00771342;0,00882028;0,00971389;0,00882569;0,00994687;0,00905456;0,00807791;0,00954978;0,00893739;0,00688034;0,0153246;0,0133637;0,0164651;0,0143538;0,0145535;0,0137075;0,0148254;0,0136959;0,0148753;0,0130056;0,0149289;0,0127123;0,0151878;0,0155087;0,015357;0,0131037;0,0124828;0,0132862;0,0142605;0,0132332;0,0145357;0,0143862;0,0138319;0,0131898
0,0279917;0,0278098;0,0271947;0,0262162;0,0277186;0,0284798;0,0268065;0,0258113;0,0280512;0,0283628;0,0277698;0,0285044;0,0197527;0,0193728;0,0206455;0,0201325;0,0210072;0,0186637;0,0189513;0,0182526;0,0192939;0,0197725;0,0181798;0,0189879;0,0102722;0,0108635;0,0102235;0,0104053;0,0118722;0,0117461;0,0111705;0,00984324;0,0114546;0,0100092;0,0097376;0,012908;0,00385984;0,00250516;0,00469099;0,00341554;0,00518594;0,00270358;0,00408169;0,00341938;0,00253108;0,00274454;0,0035797;0,00430415;0,00962624;0,00777801;0,00842213;0,00843272;0,00932159;0,00963865;0,00880841;0,00660939;0,00803848;0,00924;0,00860836;0,00893686;0,0137222;0,0130759;0,0139297;0,0140548;0,0149685;0,0134388;0,0156067;0,0134604;0,0145589;0,0134052;0,0126635;0,0144443;0,0137467;0,0124203;0,0123477;0,0145077;0,0144634;0,0138621;0,0129395;0,0145246;0,0142316;0,0143656;0,0133373;0,0130064
0,0275566;0,0282886;0,0260891;0,0283298;0,0265199;0,0284479;0,0264743;0,0271098;0,0268747;0,0268947;0,0280953;0,0271409;0,0180223;0,0183062;0,0195443;0,0186111;0,0193652;0,0187583;0,0168561;0,0187715;0,019763;0,0185162;0,0202692;0,0184626;0,011375;0,0106093;0,0114687;0,0103448;0,0103383;0,0119156;0,0117192;0,010927;0,0107851;0,00892187;0,011187;0,0118383;0,0047877;0,00282481;0,00628027;0,00409728;0,00330426;0,00339496;0,00338543;0,00419055;0,00335773;0,00294661;0,00300262;0,0038943;0,0109214;0,00913943;0,00957916;0,00810194;0,0100075;0,00760748;0,00891394;0,00719193;0,00902824;0,00950895;0,00718802;0,00940763;0,0127864;0,013709;0,0137424;0,0124344;0,014481;0,0141313;0,0128239;0,0129872;0,0142192;0,0138686;0,0146764;0,0131969;0,0135853;0,014996;0,0147011;0,0144771;0,0133385;0,0134594;0,014798;0,01445;0,015894;0,0133715;0,0133009;0,0131911
0,0267384;0,0279502;0,0258391;0,0272801;0,0258234;0,0261865;0,0273209;0,0261482;0,0258506;0,0265948;0,0270269;0,0264435;0,018085;0,0187995;0,0206836;0,0195917;0,0200206;0,0200611;0,0172125;0,0190203;0,01901;0,0195107;0,0197708;0,0176386;0,0118329;0,00895815;0,0117368;0,0107132;0,00956391;0,00970134;0,00989409;0,0122922;0,0112461;0,00880762;0,00959186;0,0101438;0,0048263;0,0055;0,00542165;0,0045639;0,00255992;0,0045409;0,00364299;0,00335028;0,00400494;0,00671687;0,00333918;0,00379898;0,0107996;0,00816223;0,00891325;0,00886802;0,0109312;0,00907961;0,00936243;0,0108252;0,0100327;0,0103979;0,00714097;0,00993786;0,013871;0,0127922;0,0133448;0,0138112;0,0137686;0,012653;0,0141503;0,0126292;0,0148062;0,0138099;0,0139846;0,0135893;0,0136428;0,0132156;0,0127941;0,0142702;0,0137935;0,0128747;0,0122304;0,0145507;0,0151029;0,0135744;0,0140875;0,0144273
0,0274818;0,0263494;0,0252682;0,0272649;0,0278437;0,0266062;0,0265451;0,0265799;0,0274361;0,026388;0,0260211;0,0264158;0,0197682;0,0182416;0,0198431;0,0188037;0,0201928;0,0205514;0,0176261;0,0187127;0,0191383;0,0183344;0,0196637;0,0195144;0,0135908;0,00913036;0,0101276;0,00974899;0,0112005;0,0115306;0,00994875;0,0090236;0,00991079;0,0099694;0,00945001;0,0098531;0,0073863;0,00436204;0,00560326;0,00416487;0,00487058;0,00505128;0,00347864;0,00473929;0,00250678;0,00294047;0,00261931;0,00489667;0,00965196;0,00870471;0,00868595;0,00770275;0,0114329;0,0088012;0,00917486;0,0080978;0,00892316;0,00821151;0,00801612;0,00941527;0,0131122;0,0134397;0,0153616;0,0140586;0,0139392;0,0150257;0,0128897;0,0150572;0,0154522;0,014628;0,0149238;0,015413;0,0139251;0,0142089;0,0126992;0,0120088;0,0143006;0,0138492;0,0140293;0,0146146;0,0150392;0,012956;0,0160298;0,0146918
0,0276695;0,0260163;0,0273452;0,0258274;0,0288486;0,026645;0,0260412;0,0270023;0,0277134;0,0265313;0,0262077;0,0275128;0,0188715;0,0170237;0,017625;0,0200653;0,0201198;0,0201341;0,0180344;0,0196035;0,0191309;0,0179109;0,0194236;0,0185977;0,0134176;0,0100412;0,0115352;0,0113605;0,0114865;0,0115295;0,0110928;0,0105476;0,00996889;0,0107528;0,0108067;0,00990145;0,00731943;0,00475514;0,00340581;0,00433871;0,00507336;0,00472759;0,0046706;0,00308578;0,00275503;0,00316688;0,00462729;0,00245604;0,00933238;0,0077738;0,00931234;0,00897913;0,0105964;0,00969808;0,00932793;0,00936703;0,00930929;0,00903907;0,0112058;0,0100767;0,0130618;0,0132105;0,0139382;0,014489;0,0142648;0,0148346;0,0147618;0,01404;0,0155727;0,0146613;0,0146002;0,0135329;0,0136964;0,0129511;0,0143801;0,0145842;0,0136084;0,0135688;0,0145485;0,0144627;0,0148436;0,0133828;0,0145196;0,0154335
0,0273529;0,0254036;0,0268869;0,0269112;0,0278404;0,0280494;0,028149;0,0270931;0,0262524;0,0263821;0,026448;0,0258781;0,0176635;0,0189795;0,0186119;0,0187365;0,0170925;0,020365;0,0194859;0,0182123;0,0182227;0,0188348;0,0204122;0,0205255;0,0101792;0,0103613;0,0114747;0,0102031;0,0104787;0,0118492;0,011679;0,0134393;0,0119254;0,0105943;0,0106489;0,0108195;0,00393008;0,00524691;0,00325668;0,00438173;0,00276782;0,00425213;0,00461185;0,00205386;0,00324313;0,00501917;0,00380923;0,00267528;0,00928039;0,00914366;0,00898928;0,00878658;0,00753378;0,00844644;0,00940481;0,0090202;0,00956528;0,00874646;0,00948907;0,0087549;0,0154839;0,013301;0,013582;0,017171;0,0159711;0,0124179;0,0150416;0,013438;0,0148334;0,0156228;0,0139977;0,0132269;0,0139909;0,0132467;0,0137684;0,0130109;0,0143721;0,0139442;0,0125473;0,0143011;0,0128533;0,0135909;0,013511;0,0141367
0,0262786;0,028595;0,0267019;0,0269257;0,0275078;0,0262562;0,0278092;0,0285741;0,0260144;0,0260706;0,0274977;0,0258089;0,0201453;0,0179732;0,0196761;0,0167271;0,0192415;0,0189757;0,0185932;0,0200721;0,0198947;0,0181348;0,0197694;0,0186428;0,0110759;0,0106949;0,0113849;0,011048;0,0107694;0,0108238;0,0114465;0,0104737;0,0125425;0,010365;0,0103179;0,0109591;0,00325031;0,00534785;0,0031771;0,00489797;0,00427504;0,00385674;0,00595374;0,00229602;0,00446274;0,00424064;0,00468158;0,00399702;0,00997982;0,00835303;0,00897784;0,00812187;0,00997194;0,0113582;0,0108758;0,00964497;0,00887267;0,0083479;0,0097784;0,00887897;0,01306;0,0154856;0,0143886;0,0148453;0,0131236;0,0139522;0,01486;0,0139131;0,0148013;0,0152028;0,0139428;0,0132843;0,0148951;0,0131909;0,0141077;0,0130526;0,0133709;0,0142296;0,0136065;0,0150183;0,0149826;0,0134358;0,0147394;0,0146966
0,0284831;0,026562;0,0268918;0,0268877;0,0276594;0,0268317;0,0273387;0,0286857;0,0256186;0,0268694;0,0264455;0,027365;0,0216189;0,0191158;0,0180195;0,0178106;0,0188316;0,018258;0,0184769;0,0201854;0,0186545;0,0207534;0,0184785;0,0198012;0,0118698;0,0101394;0,00981387;0,010658;0,0112619;0,0103684;0,0096985;0,010813;0,0106449;0,0100498;0,0111769;0,0116456;0,00476011;0,00335479;0,00398608;0,00383512;0,00279226;0,00352295;0,00391763;0,00251401;0,00410118;0,004028;0,00272712;0,00255832;0,00818301;0,00749585;0,00886265;0,00857236;0,00872852;0,0112284;0,00964728;0,00931746;0,00822478;0,00928106;0,00930125;0,00856269;0,0149103;0,0145548;0,0146623;0,0138106;0,0137255;0,0139565;0,0137874;0,0138491;0,0129902;0,0132742;0,0144242;0,0147149;0,0139271;0,014211;0,0136355;0,0148279;0,0162937;0,0164643;0,0142942;0,0141529;0,0131759;0,0133221;0,0143671;0,0143144
0,0265171;0,0264715;0,0254994;0,0266683;0,0273619;0,0263863;0,0268742;0,0270507;0,0255129;0,0278131;0,0281686;0,0273463;0,0185032;0,0189162;0,0190972;0,0183154;0,0201647;0,0182279;0,0196335;0,0182912;0,0189821;0,0191752;0,0193654;0,0190694;0,0117868;0,0114643;0,0103787;0,0109812;0,0135371;0,00947622;0,0116737;0,011063;0,010411;0,0100911;0,0107332;0,0101232;0,00182336;0,00254331;0,00445017;0,00411595;0,00373705;0,00351838;0,00389985;0,00459888;0,00473377;0,00476363;0,00401042;0,00726473;0,00804074;0,00662841;0,0105296;0,00892844;0,0076777;0,00978178;0,00891647;0,00876947;0,00915819;0,00854311;0,00923377;0,00894077;0,0140376;0,0140086;0,0138561;0,0138888;0,0151964;0,0141706;0,0148322;0,0170306;0,0127575;0,0134708;0,0162798;0,0159144;0,0128215;0,0155448;0,013819;0,0136812;0,0161549;0,0137926;0,0139668;0,0146596;0,0144344;0,0152341;0,0134209;0,0131502
0,0271335;0,0263419;0,0297193;0,0268964;0,029745;0,0267397;0,0278863;0,0276642;0,0262735;0,0265179;0,0263105;0,0272442;0,0194005;0,019682;0,0189704;0,0189869;0,0190053;0,0187648;0,018621;0,0196091;0,0194033;0,0195678;0,0191358;0,0184181;0,0124219;0,00935635;0,0112307;0,0104272;0,0103134;0,0107993;0,0101973;0,0117401;0,0115387;0,00912004;0,0121452;0,00959597;0,00419892;0,00374262;0,00336526;0,00361205;0,00429537;0,00282668;0,0025728;0,00401764;0,0051075;0,00307221;0,00493031;0,00377884;0,00781287;0,0108835;0,0089796;0,00947432;0,00725407;0,00855225;0,00934545;0,00890518;0,00924811;0,00968313;0,00866948;0,00776036;0,0142503;0,0138452;0,014849;0,0138111;0,0137434;0,0134823;0,0163571;0,0152293;0,0136398;0,0144424;0,0134874;0,0140283;0,0135137;0,0145446;0,0128849;0,013879;0,0155109;0,013982;0,0133148;0,0138827;0,0136527;0,0134007;0,0138122;0,0140501
0,0266561;0,028312;0,0254998;0,0267536;0,0245592;0,0260249;0,0252975;0,0285189;0,0262894;0,0268993;0,026375;0,0257695;0,018233;0,0199148;0,0208804;0,0194068;0,0201233;0,0201273;0,0196886;0,0201607;0,0209082;0,0185682;0,0192012;0,0191292;0,0127443;0,0108801;0,0107;0,0113773;0,01115;0,0106979;0,0101978;0,0106277;0,0110868;0,0116405;0,0116951;0,00892838;0,00355095;0,00413795;0,00394302;0,00334859;0,00461395;0,0041875;0,00382701;0,0047304;0,0042309;0,00381847;0,0042499;0,00309311;0,00992536;0,00818351;0,00796454;0,00935077;0,00811454;0,0084071;0,00915483;0,00730074;0,00855329;0,00933417;0,00833343;0,00936446;0,0144335;0,0125879;0,0138305;0,0154839;0,0149725;0,0133624;0,0134474;0,0149225;0,0148038;0,0145645;0,0141412;0,013461;0,0138326;0,0144416;0,0159567;0,0133305;0,0126396;0,0133066;0,0151182;0,0123065;0,0151016;0,0140198;0,0131469;0,0151337
0,027093;0,0282492;0,0265691;0,0265342;0,0262332;0,028266;0,0273633;0,0268373;0,0268305;0,0267388;0,0263461;0,0250254;0,0173205;0,0180174;0,0182211;0,0192973;0,0200628;0,0179117;0,0201179;0,0167618;0,0197516;0,0190699;0,0198515;0,0182711;0,0118792;0,0113187;0,0103378;0,0109737;0,0115962;0,0126085;0,0118034;0,0116149;0,0103269;0,0108315;0,0117186;0,0123941;0,00347454;0,00329601;0,00545302;0,0041295;0,00366914;0,0022669;0,00440751;0,00382088;0,00356427;0,00457519;0,00430185;0,00421713;0,00927125;0,00934505;0,00839409;0,00765655;0,00925371;0,00807894;0,00939155;0,0100028;0,00797261;0,00825799;0,0075504;0,00952864;0,0145853;0,0154333;0,0159737;0,0121907;0,0145269;0,0160187;0,0132358;0,0138028;0,0157016;0,0121297;0,0132286;0,013406;0,0144557;0,0127939;0,01373;0,0140137;0,0129018;0,0144707;0,0134491;0,0132847;0,0150121;0,0139812;0,0116201;0,0128982
0,0287302;0,0278405;0,0263917;0,0282711;0,0271769;0,0272302;0,0282102;0,0267666;0,0266067;0,027351;0,025427;0,0255593;0,0208308;0,0186499;0,0183908;0,0189731;0,0212851;0,0198913;0,0187853;0,0183445;0,0188702;0,0171594;0,0190714;0,01919;0,0118678;0,0117501;0,0122857;0,0113619;0,0113078;0,0102526;0,0113436;0,0116728;0,0104602;0,0113795;0,011277;0,0116692;0,00349595;0,00448038;0,00500385;0,00416654;0,00359463;0,00508516;0,00414936;0,0032098;0,00218492;0,00320664;0,00379746;0,00267576;0,00895977;0,00843956;0,00789814;0,00812436;0,00979897;0,00891187;0,00875785;0,00963834;0,00819511;0,0108115;0,00692553;0,00951923;0,0139409;0,0154435;0,0145172;0,0125688;0,014723;0,0111961;0,0116954;0,0130139;0,0148774;0,0148448;0,0142979;0,0152802;0,0124515;0,0132115;0,0141448;0,0122409;0,0139077;0,0147722;0,0133847;0,0133072;0,0142264;0,0133579;0,0119197;0,0149324
0,0286122;0,0285763;0,0262772;0,0281327;0,0268576;0,0259783;0,026295;0,0250673;0,0284501;0,0261202;0,0265342;0,0270402;0,019383;0,0191969;0,0183428;0,0184568;0,0213381;0,0177639;0,0185986;0,0192771;0,019675;0,0188194;0,0206191;0,019747;0,00924727;0,00967096;0,0119355;0,0123545;0,0106007;0,00976597;0,0114905;0,0115839;0,0106561;0,00999364;0,0104401;0,00972953;0,00312683;0,00353803;0,00449053;0,00799072;0,0055177;0,00193345;0,00329611;0,00518585;0,00434821;0,00488307;0,00359078;0,00352178;0,0103426;0,0100629;0,008288;0,0109327;0,00805586;0,0100114;0,0103357;0,00757267;0,00846311;0,00760907;0,00713673;0,00918416;0,013993;0,0145493;0,0136312;0,0136078;0,0139909;0,012304;0,0113499;0,0133286;0,0143023;0,0139061;0,0149229;0,0134446;0,0143766;0,0155384;0,0137556;0,014202;0,0144228;0,016081;0,0136505;0,0146312;0,0132796;0,0121522;0,0128888;0,0134309
0,0276298;0,0266478;0,0251886;0,0247566;0,0268342;0,025053;0,0263453;0,0254783;0,0287699;0,0243729;0,0245403;0,0270467;0,0201591;0,0190329;0,0178998;0,0183932;0,0202753;0,0194425;0,0198981;0,0191746;0,0202773;0,0179123;0,0218793;0,0192088;0,0102972;0,00990033;0,0103957;0,00986932;0,0103614;0,0117881;0,0113383;0,0108416;0,012152;0,0108552;0,00987291;0,00858675;0,00316035;0,00410556;0,00412549;0,0024219;0,00461907;0,00530552;0,00352171;0,00329556;0,00318959;0,0042213;0,00506193;0,00395958;0,0073877;0,00872754;0,00825959;0,00891607;0,00793167;0,00992521;0,010819;0,00937958;0,00982938;0,00911258;0,0100339;0,0079591;0,0145456;0,0154943;0,0136634;0,0134167;0,0160551;0,016313;0,0126269;0,0137491;0,0135691;0,0116779;0,0145748;0,0129461;0,0141899;0,0126224;0,0155648;0,0147771;0,0135107;0,0135;0,0129751;0,0150158;0,0143629;0,0156638;0,0136546;0,0123304
